"name_clean","leaid1","years1","state1","leaid_name1","name_raw1","leaid2","years2","state2","leaid_name2","name_raw2"
"richard basden","1907710","2008-2009","ia","Clinton","Richard Basden","2919260","2011-2015","mo","Louisiana R-Ii","RICHARD BASDEN"
"richard brockel","3612960","2010-2012","ny","Greenwood Lake Ufsd","Dr. Richard J Brockel","3400870","2015-2016","nj","Alpine Elementary School District","Richard Brockel"
"richard brockel","3612960","2010-2012","ny","Greenwood Lake Ufsd","Dr. Richard J Brockel","3407350","2014","nj","Hoboken Public School District","Richard Brockel"
"richard brockel","3612960","2010-2012","ny","Greenwood Lake Ufsd","Dr. Richard J Brockel","3414070","2019-2020","nj","Rochelle Park Twp","Richard Brockel"
"richard brockel","3612960","2010-2012","ny","Greenwood Lake Ufsd","Dr. Richard J Brockel","3415090","2024","nj","Somerville Boro","Richard  Brockel"
"richard cook","1705950","2003-2010","il","Benton Comm Cons Sch Dist 47","RICHARD COOK ","4824730","2005-2007","tx","Jefferson Isd","Richard Cook"
"richard fitzpatrick","3416560","2011-2017","nj","Upper Freehold Regional School District","Richard Fitzpatrick","609780","2012-2018","ca","Corning Union Elem","Richard Fitzpatrick"
"richard harris","2903270","2003-2007","mo","Ash Grove R-Iv","RICHARD HARRIS","4003450","2012","ok","Avant","Richard Harris"
"richard jones","3704830","2011","nc","Watauga County Schools","Richard Jones","4832010","2015-2017","tx","Murchison Isd","Richard Jones"
"richard martinez","4800118","2002","tx","Houston Gateway Academy","Richard Martinez","631320","2008-2019","ca","Pomona Unified","Richard Martinez"
"richard montgomery","500028","2011-2014","ar","Star City School District","MONTGOMERY, RICHARD","1903270","2023-2024","ia","Albia Comm School District","Richard Montgomery"
"richard noonan","4224790","2010-2014","pa","School District","RICHARD NOONAN","3401530","2019","nj","Berkeley Heights Twp","Dr. Richard Noonan"
"richard page","2921810","2006-2012","mo","Neosho R-V","RICHARD PAGE","506840","2011-2014, 2016-2018","ar","Gravette School District","PAGE, RICHARD"
"richard peters","1726250","2007-2008","il","Miller Twp Ccsd 210","Dr Richard M Peters","3904758","2018-2023","oh","Liberty Center Local","Richard A. Peters"
"richard peters","1726250","2007-2008","il","Miller Twp Ccsd 210","Dr Richard M Peters","5502910","2008-2009","wi","Crandon School District","Richard Peters"
"richard peters","5502910","2008-2009","wi","Crandon School District","Richard Peters","3904758","2018-2023","oh","Liberty Center Local","Richard A. Peters"
"richard reynolds","4822140","2006-2020, 2022","tx","Hallsburg Isd","Richard Reynolds","3904404","2021-2023","oh","Garfield Heights City Schools","Richard D. Reynolds"
"richard rose","4800193","2001, 2004, 2013-2016","tx","The Zoe Learning Academy","Richard Rose","3600006","2013","ny","Cherry Valley-Springfield Csd","Mr. Richard Rose"
"richard rose","4800193","2001, 2004, 2013-2016","tx","The Zoe Learning Academy","Richard Rose","3606300","2010-2011","ny","Canajoharie Csd","Mr. Richard G Rose"
"richard rose","4800193","2001, 2004, 2013-2016","tx","The Zoe Learning Academy","Richard Rose","3623130","2016","ny","Piseco Common Sd","RICHARD ROSE"
"richard rose","4800193","2001, 2004, 2013-2016","tx","The Zoe Learning Academy","Richard Rose","3624120","2016","ny","Raquette Lake Ufsd","RICHARD ROSE"
"richard spurling","904350","2007-2008","ct","Sterling School District","richard a. spurling","3703000","2012-2015","nc","Mitchell County Schools","Richard Spurling"
"richard stephens","3102820","2001-2004","ne","Boone Central Schools","RICHARD STEPHENS","4825230","2013-2024","tx","Keene Isd","Richard Stephens"
"richard weigel","2625560","2011-2012","mi","Niles","Richard Weigel","1809150","2014-2015","in","Portage Township Schools","Richard Weigel"
"rick schmitt","1735370","2003-2014, 2017-2021","il","Sandwich C U School Dist 430","RICK SCHMITT ","634380","2011-2013","ca","San Dieguito Union High","Rick Schmitt"
"rick schmitt","1735370","2003-2014, 2017-2021","il","Sandwich C U School Dist 430","RICK SCHMITT ","635130","2015-2017","ca","San Ramon Valley Unified","Rick Schmitt"
"rick smith","3700167","2014-2019","nc","Dps Education Services (Fka Div Prisons)","Rick Smith","4701800","2016","tn","Henderson County","Mr. Rick Smith"
"rob miller","1735310","2017-2020","il","Sandoval Cusd 501","Mr. Rob Miller","4004500","2018-2024","ok","Bixby","Rob Miller"
"robert anderson","1809990","2014-2017","in","Scott County School District 1","Robert Anderson","3612390","2019-2024","ny","Gowanda Csd","ROBERT ANDERSON"
"robert bray","3904590","2005-2010","oh","Alexander Local","Robert J. Bray","4834560","2021-2024","tx","Penelope Isd","Robert Bray"
"robert bruner","3103990","2001-2003","ne","Bennington Public Schools","ROBERT BRUNER","2923670","2005","mo","Pattonsburg R-Ii","ROBERT BRUNER"
"robert bruner","3103990","2001-2003","ne","Bennington Public Schools","ROBERT BRUNER","2929940","2006","mo","Tarkio R-I","ROBERT BRUNER"
"robert casteel","2916860","2011-2015","mo","Oregon-Howell R-Iii","ROBERT CASTEEL","509600","2016-2018","ar","Mccrory School District","Casteel, Robert"
"robert copeland","3413050","2011-2013","nj","Piscataway Township Schools","Robert Copeland","4214160","2015-2021","pa","Lower Merion SD","ROBERT COPELAND"
"robert copeland","3413050","2011-2013","nj","Piscataway Township Schools","Robert Copeland","4216410","2012-2014","pa","Neshaminy SD","ROBERT COPELAND"
"robert davis","506060","2010-2013","ar","Camden Fairview School Dist.","DAVIS, ROBERT L.","2600239","2011","mi","Detroit Service Learning Academy","Robert Davis"
"robert davis","506060","2010-2013","ar","Camden Fairview School Dist.","DAVIS, ROBERT L.","2600975","2014-2015","mi","Taylor International Academy","Robert Davis"
"robert dunn","1731290","2003-2005","il","Peotone C U Sch Dist 207u","DR ROBERT DUNN ","3904922","2014-2023","oh","Southeast Local","Robert C. Dunn"
"robert edwards","500065","2014, 2016-2020","ar","Lafayette County School District","EDWARDS, ROBERT","3608460","2020-2024","ny","Cortland City Sd","ROBERT EDWARDS"
"robert edwards","1201020","2013-2022","fl","Lafayette","EDWARDS, ROBERT","3608460","2020-2024","ny","Cortland City Sd","ROBERT EDWARDS"
"robert edwards","1201020","2013-2022","fl","Lafayette","EDWARDS, ROBERT","500065","2014, 2016-2020","ar","Lafayette County School District","EDWARDS, ROBERT"
"robert evans","1709180","2006","il","Central City Sd 133","ROBERT EVANS","1803210","2015-2019","in","Shelby Eastern Schools","Robert Evans"
"robert evans","1709180","2006","il","Central City Sd 133","ROBERT EVANS","509330","2009","ar","Mansfield School District","EVANS, ROBERT R."
"robert evans","1709180","2006","il","Central City Sd 133","ROBERT EVANS","513680","2011-2012","ar","Waldron School District","EVANS, ROBERT"
"robert fields","2906430","2003","mo","Cabool R-Iv","ROBERT FIELDS","1812880","2010, 2012, 2014-2021","in","Frankton-Lapel Community Schs","Mr Robert Fields"
"robert green","1710650","2011-2014, 2017-2018","il","Collinsville Cusd 10","Dr. Robert Green","1301740","2015-2019","ga","Dekalb County","Robert Green"
"robert green","1803990","2010","in","Greencastle Community Sch Corp","Dr Robert Green","1301740","2015-2019","ga","Dekalb County","Robert Green"
"robert green","1803990","2010","in","Greencastle Community Sch Corp","Dr Robert Green","1710650","2011-2014, 2017-2018","il","Collinsville Cusd 10","Dr. Robert Green"
"robert howard","1713770","2003","il","Comm Cons Sch Dist 59","ROBERT T HOWARD ","2922740","2003-2004","mo","North Callaway Co. R-I","ROBERT HOWARD"
"robert hudson","4845330","2013-2020","tx","Westphalia Isd","Robert Hudson","602220","2015-2019","ca","Alta Vista Elementary","Robert Hudson"
"robert hudson","4845330","2013-2020","tx","Westphalia Isd","Robert Hudson","611550","2021-2022","ca","Ducor Union Elementary","Robert Hudson"
"robert hughes","3629130","2014-2022","ny","Tully Csd","Mr. Robert J Hughes","1903750","2019-2020","ia","Aplington-Parkersburg Comm School District","Robert Hughes"
"robert hughes","3629130","2014-2022","ny","Tully Csd","Mr. Robert J Hughes","1913290","2019-2020, 2023-2024","ia","Grundy Center Comm School District","Robert Hughes"
"robert hunt","1705050","2021","il","Barrington Cusd 220","Dr. Robert Hunt","3904493","2022-2023","oh","Upper Arlington City","Robert W. Hunt"
"robert jackson","2008910","2009","ks","Logan","Jackson, Robert","3700840","2014-2019","nc","Edenton-Chowan Schools","Robert Jackson"
"robert johnson","1810640","2010","in","Southeast Dubois Co Sch Corp","Mr Robert Johnson","1301890","2012-2014","ga","Laurens County","ROBERT JOHNSON"
"robert johnson","1810640","2010","in","Southeast Dubois Co Sch Corp","Mr Robert Johnson","5100600","2010-2023","va","Campbell County","Dr. Robert Johnson"
"robert johnson","5100600","2010-2023","va","Campbell County","Dr. Robert Johnson","1301890","2012-2014","ga","Laurens County","ROBERT JOHNSON"
"robert mahon","1813050","2010, 2012, 2014-2017","in","Western Wayne Schools","Dr Robert Mahon","3409420","2012-2013","nj","Manasquan School District","Robert Mahon"
"robert mahon","1813050","2010, 2012, 2014-2017","in","Western Wayne Schools","Dr Robert Mahon","3415600","2011","nj","Spring Lake Heights School District","Robert Mahon"
"robert malito","1730450","2003","il","Township H S Dist 211","DR ROBERT MALITO ","2923580","2005-2010","mo","Parkway C-2","ROBERT MALITO"
"robert miller","1900021","2004-2010","ia","Okoboji Comm School District","Robert Miller","3600006","2010-2012","ny","Cherry Valley-Springfield Csd","Mr. Robert Miller"
"robert miller","1900021","2004-2010","ia","Okoboji Comm School District","Robert Miller","3610530","2018-2024","ny","Ellicottville Csd","Mr. Robert Miller"
"robert miller","1900021","2004-2010","ia","Okoboji Comm School District","Robert Miller","3614220","2013-2021","ny","Herkimer Csd","Mr. Robert J Miller"
"robert miller","1900021","2004-2010","ia","Okoboji Comm School District","Robert Miller","903240","2021-2023","ct","Oxford School District","dr. robert miller"
"robert morelan","5500045","2008-2010","wi","21st Century Preparatory School Agency","Robert Morelan","1725690","2011","il","Meridian Cusd 223","Dr. Robert Morelan"
"robert neu","2635310","2008","mi","Waterford","Robert Neu","4022770","2014-2015","ok","Oklahoma City","Robert Neu"
"robert phillips","4209480","2016-2019","pa","Exeter Township SD","ROBERT PHILLIPS","4823190","2021-2022","tx","Highland Isd","Robert Phillips"
"robert reed","2929100","2003-2004","mo","St. Clair R-Xiii","ROBERT REED","2005370","2014-2018, 2021-2022","ks","Cunningham","Reed, Robert"
"robert reed","2929100","2003-2004","mo","St. Clair R-Xiii","ROBERT REED","2007800","2024","ks","Hodgeman County","Robert Reed"
"robert reynolds","5513950","2008-2012","wi","Slinger School District","Robert Reynolds","2005610","2009-2018, 2021-2024","ks","Douglass Public Schools","Reynolds, Rob"
"robert richardson","5102610","2010-2013","va","New Kent County","Dr. Robert F Richardson","1707200","2017-2018","il","Brimfield Cusd 309","Mr. Robert Richardson"
"robert richardson","5102610","2010-2013","va","New Kent County","Dr. Robert F Richardson","1719660","2019-2023","il","Hoopeston Area Cusd 11","Mr. Robert Richardson"
"robert ross","509330","2010-2014, 2016-2017","ar","Mansfield School District","ROSS, ROBERT N.","4025500","2019-2022","ok","Rattan","Robert Ross"
"robert scott","3904812","2005-2021","oh","Avon Lake City","Robert D. Scott","1905790","2023-2024","ia","Burlington Comm School District","Robert Scott"
"robert smith","2613090","2008, 2011-2012, 2014-2015","mi","Elkton-Pigeon-Bay Port Laker","Robert Smith","1305430","2019-2023","ga","Ware County","SMITH,ROBERT LEE"
"robert smith","2613090","2008, 2011-2012, 2014-2015","mi","Elkton-Pigeon-Bay Port Laker","Robert Smith","2920550","2009-2020","mo","Maysville R-I","ROBERT SMITH"
"robert smith","2613090","2008, 2011-2012, 2014-2015","mi","Elkton-Pigeon-Bay Port Laker","Robert Smith","3905063","2009-2011","oh","Millcreek-West Unity Local","Robert A. Smith"
"robert smith","2920550","2009-2020","mo","Maysville R-I","ROBERT SMITH","1305430","2019-2023","ga","Ware County","SMITH,ROBERT LEE"
"robert smith","2920550","2009-2020","mo","Maysville R-I","ROBERT SMITH","3905063","2009-2011","oh","Millcreek-West Unity Local","Robert A. Smith"
"robert smith","4808580","1991-1997","tx","Aransas Pass Isd","Robert Smith","1305340","1999-2011","ga","Vidalia City","SMITH,ROBERT T"
"robert smith","4808580","1991-1997","tx","Aransas Pass Isd","Robert Smith","1305430","2019-2023","ga","Ware County","SMITH,ROBERT LEE"
"robert smith","4808580","1991-1997","tx","Aransas Pass Isd","Robert Smith","2613090","2008, 2011-2012, 2014-2015","mi","Elkton-Pigeon-Bay Port Laker","Robert Smith"
"robert smith","4808580","1991-1997","tx","Aransas Pass Isd","Robert Smith","2920550","2009-2020","mo","Maysville R-I","ROBERT SMITH"
"robert smith","4808580","1991-1997","tx","Aransas Pass Isd","Robert Smith","3904508","2005-2006","oh","Wickliffe City","Robert M. Smith"
"robert smith","4808580","1991-1997","tx","Aransas Pass Isd","Robert Smith","3905063","2009-2011","oh","Millcreek-West Unity Local","Robert A. Smith"
"robert spence","5501650","2013","wi","Brighton #1 School District","Robert Spence","1302400","2020-2023","ga","Glynn County","Robert Spence"
"robert stewart","3627960","2015-2020","ny","Brasher Falls Csd","Mr. Robert Stewart","5500180","2018-2024","wi","Alma School District","Robert Stewart"
"robert taylor","641280","2011-2022","ca","Walnut Valley Unified","Robert Taylor","3700390","2011-2019","nc","Bladen County Schools","Robert Taylor"
"robert taylor","1805790","2010, 2012, 2014-2017","in","Lebanon Community School Corp","Dr Robert Taylor","3700390","2011-2019","nc","Bladen County Schools","Robert Taylor"
"robert taylor","1805790","2010, 2012, 2014-2017","in","Lebanon Community School Corp","Dr Robert Taylor","641280","2011-2022","ca","Walnut Valley Unified","Robert Taylor"
"robert taylor","2912030","2003-2006","mo","Festus R-Vi","ROBERT TAYLOR","1805790","2010, 2012, 2014-2017","in","Lebanon Community School Corp","Dr Robert Taylor"
"robert taylor","2912030","2003-2006","mo","Festus R-Vi","ROBERT TAYLOR","3700390","2011-2019","nc","Bladen County Schools","Robert Taylor"
"robert taylor","2912030","2003-2006","mo","Festus R-Vi","ROBERT TAYLOR","641280","2011-2022","ca","Walnut Valley Unified","Robert Taylor"
"robert walker","2928710","2010-2016","mo","Southwest R-V","ROBERT WALKER","3416870","2014","nj","Wallkill Valley Regional High School District","Robert Walker"
"robert walker","2928710","2010-2016","mo","Southwest R-V","ROBERT WALKER","3904633","2023","oh","Felicity-Franklin Local","Robert T. Walker"
"robert walker","2928710","2010-2016","mo","Southwest R-V","ROBERT WALKER","4220100","2023-2024","pa","Red Lion Area SD","ROBERT WALKER"
"robert walker","3416870","2014","nj","Wallkill Valley Regional High School District","Robert Walker","3904633","2023","oh","Felicity-Franklin Local","Robert T. Walker"
"robert walker","3416870","2014","nj","Wallkill Valley Regional High School District","Robert Walker","4220100","2023-2024","pa","Red Lion Area SD","ROBERT WALKER"
"robert walker","3904633","2023","oh","Felicity-Franklin Local","Robert T. Walker","4220100","2023-2024","pa","Red Lion Area SD","ROBERT WALKER"
"robert williams","605240","2009-2013","ca","Black Oak Mine Unified","Robert Williams","502700","2011-2013","ar","Bald Knob School District","WILLIAMS, ROBERT"
"robert winter","1302400","2000-2004","ga","Glynn County","WINTER,ROBERT A","2011370","2009-2010","ks","Salina","Winter, Robert"
"robert winter","1302400","2000-2004","ga","Glynn County","WINTER,ROBERT A","3100016","2011-2015","ne","Grand Island Public Schools","ROBERT WINTER"
"robert winter","1302400","2000-2004","ga","Glynn County","WINTER,ROBERT A","3176470","2001-2003","ne","Scottsbluff Public Schools","ROBERT WINTER"
"robert winter","2011370","2009-2010","ks","Salina","Winter, Robert","3100016","2011-2015","ne","Grand Island Public Schools","ROBERT WINTER"
"robert young","3611970","2010-2011","ny","Geneva City Sd","Mr. Robert Young","2005760","2022","ks","Elk Valley","Robert Young"
"robert young","3611970","2010-2011","ny","Geneva City Sd","Mr. Robert Young","2005850","2011-2018","ks","Ellis","Young, Robert"
"robert young","4821750","2007-2012","tx","Greenwood Isd","Robert Young","2005760","2022","ks","Elk Valley","Robert Young"
"robert young","4821750","2007-2012","tx","Greenwood Isd","Robert Young","2005850","2011-2018","ks","Ellis","Young, Robert"
"robert young","4821750","2007-2012","tx","Greenwood Isd","Robert Young","2011610","2009-2010","ks","Wallace County Schools","Young, Robert"
"robert young","4821750","2007-2012","tx","Greenwood Isd","Robert Young","3611970","2010-2011","ny","Geneva City Sd","Mr. Robert Young"
"robin jones","3605820","2010","ny","Brushton-Moira Csd","Ms. Robin Jones","619890","2017-2020","ca","Kit Carson Union Elementary","Robin Jones"
"rodney green","2612420","2008, 2011-2012","mi","East China","Rodney Green","4205310","2012","pa","Central Bucks SD","Rodney Green"
"rodney green","2612420","2008, 2011-2012","mi","East China","Rodney Green","4222530","2008-2011","pa","Spring Cove SD","Rodney Green"
"ron johnson","631920","2008-2012","ca","Raymond-Knowles Union Elementary","Ron Johnson","3615390","2019-2024","ny","West Irondequoit Csd","RON JOHNSON"
"ron wilson","511340","2007-2014","ar","Perryville School District","WILSON, RON L.","2007020","2021-2024","ks","Hays","Ron Wilson"
"ron wilson","511340","2007-2014","ar","Perryville School District","WILSON, RON L.","2007110","2017-2018","ks","Herington","Wilson, Ron"
"ron wilson","511340","2007-2014","ar","Perryville School District","WILSON, RON L.","2618720","2011-2012","mi","Howell","Ron Wilson"
"ron wilson","2618720","2011-2012","mi","Howell","Ron Wilson","2007020","2021-2024","ks","Hays","Ron Wilson"
"ron wilson","2618720","2011-2012","mi","Howell","Ron Wilson","2007110","2017-2018","ks","Herington","Wilson, Ron"
"ronald heilmann","4816290","1993-1997","tx","Danbury Isd","Ronald Heilmann","5504050","2008-2011","wi","Eau Claire Area School District","Ronald Heilmann"
"ronald miller","1711350","2003-2007","il","Crystal Lake C C Sch Dist 47","RONALD R MILLER ","4826610","2015","tx","Lamesa Isd","Ronald Miller"
"ronald miller","1711350","2003-2007","il","Crystal Lake C C Sch Dist 47","RONALD R MILLER ","4835070","2003-2012","tx","Plainview Isd","Ronald Miller"
"ronald ross","3612720","2012-2013","ny","Greenburgh Csd","Mr. Ronald O Ross","1803240","2021-2022","in","Edinburgh Community School Corp","Ronald Ross"
"ronald smith","1716830","2005","il","Glenbard Twp H S Dist 87","DR RONALD SMITH ","3608160","2013","ny","Connetquot Csd","Dr. Ronald Smith"
"ronald smith","1716830","2005","il","Glenbard Twp H S Dist 87","DR RONALD SMITH ","3904583","2017-2023","oh","Mapleton Local","Ronald S. Smith"
"ronald smith","3608160","2013","ny","Connetquot Csd","Dr. Ronald Smith","3904583","2017-2023","oh","Mapleton Local","Ronald S. Smith"
"ronald walker","4832490","2001","tx","New Home Isd","Ronald Walker","2007890","2009-2013","ks","Geary County Schools","Walker, Ronald P."
"rosa atkins","5100780","2010-2021","va","Charlottesville ","Dr. Rosa S. Atkins","3703420","2022","nc","Northampton County Schools","Dr Rosa S Atkins"
"roy baker","3100088","2001-2009","ne","Norris School Dist 160","ROY BAKER","4826970","2003","tx","Lazbuddie Isd","Roy Baker"
"roy baker","3100088","2001-2009","ne","Norris School Dist 160","ROY BAKER","4845420","2004-2005","tx","Wheeler Isd","Roy Baker"
"roy montesano","3413590","2011","nj","Ramsey Public Schools","Roy Montesano","3605640","2018-2022","ny","Bronxville Ufsd","Dr. Roy R Montesano"
"roy montesano","3413590","2011","nj","Ramsey Public Schools","Roy Montesano","3613950","2012-2017","ny","Hastings-On-Hudson Ufsd","Dr. Roy R Montesano"
"roy rakszawski","3404470","2014-2017, 2019-2024","nj","Edgewater Park Township School District","Roy Rakszawski","4203240","2024","pa","Bellefonte Area SD","ROY RAKSZAWSKI"
"rustin clark","4004360","2015-2018","ok","Billings","Rustin Clark","2003430","2021-2024","ks","Argonia Public Schools","Dr. Rustin Clark"
"ryan cunningham","2627150","2011-2012, 2014-2015","mi","Ovid-Elsie","Ryan Cunningham","2009450","2022-2024","ks","Barber County North","Ryan Cunningham"
"samuel depaul","3704320","2009-2011","nc","Stanly County Schools","Samuel DePaul","1301380","2012-2015","ga","Colquitt County","SAMUEL DEPAUL"
"samuel king","1304410","2005-2011","ga","Rockdale County","KING, SAMUEL T","5102670","2012-2014","va","Norfolk ","Dr. Samuel T King"
"samuel light","1719960","2007-2012","il","Illini Bluffs Cusd 327","Samuel P Light","1303330","2015-2023","ga","Lincoln County","SAMUEL LIGHT"
"sandra dop","3162730","2005","ne","Phelps District R 4","SANDRA DOP","1911040","2007-2008","ia","Essexcomm School District","Sandra Dop"
"scott bailey","611110","2015-2019","ca","Desert Sands Unified","Scott Bailey","1910340","2023-2024","ia","River Valley Comm School District","Scott  Bailey"
"scott bowling","1802460","2014-2022","in","Crawfordsville Com Schools","J Bowling","3904617","2016-2018","oh","Brown Local","Scott M. Bowling"
"scott davis","3904676","2005-2006","oh","Olentangy Local","Scott M. Davis","4814600","2022-2023","tx","Colmesneil Isd","Scott Davis"
"scott davis","3904676","2005-2006","oh","Olentangy Local","Scott M. Davis","4815750","2018-2020","tx","Crosby Isd","Scott Davis"
"scott davis","3904676","2005-2006","oh","Olentangy Local","Scott M. Davis","4826610","2008-2011","tx","Lamesa Isd","Scott Davis"
"scott davis","3904676","2005-2006","oh","Olentangy Local","Scott M. Davis","4838360","2012-2017","tx","Rusk Isd","Scott Davis"
"scott king","4825790","1997-1999","tx","Klondike Isd","Scott King","4217580","2008-2014","pa","Northern Bedford County SD","SCOTT KING"
"scott rigg","2932440","2003","mo","Wyaconda C-1","SCOTT RIGG","1700102","2004","il","Brussels Comm Unit School Dist 42","SCOTT RIGG "
"scott smith","1801020","2022","in","Brownsburg Community School Corp","Scott Smith","2915600","2022-2024","mo","Jackson R-Ii","SCOTT SMITH"
"scott springston","2012510","2009-2011","ks","Valley Center Pub Sch","Springston, Scott","2923550","2013-2015","mo","Park Hill","SCOTT SPRINGSTON"
"scott spurgeon","1705640","2010","il","Belleville Twp Hsd 201","Dr. Scott D Spurgeon","2926670","2014-2022","mo","Riverview Gardens","Scott Spurgeon"
"scott taylor","3620970","2016-2024","ny","North Collins Csd","SCOTT TAYLOR","3416500","2022-2023","nj","Union Twp","Dr. Scott Taylor"
"shane gordon","514020","2014, 2016","ar","Westside School District","GORDON, SHANE","1700123","2023","il","Meridian Cusd 15","Dr. Shane Gordon"
"shane gordon","514020","2014, 2016","ar","Westside School District","GORDON, SHANE","1701417","2018-2021","il","Bluford Unit School District 318","Mr. Shane Gordon"
"sharon contreras","3628590","2011-2015","ny","Syracuse City Sd","Ms. Sharon Contreras","3701920","2016-2021","nc","Guilford County Schools","Sharon Contreras"
"sharon johnson","1723250","2003-2005","il","Litchfield C U School Dist 12","SHARON JOHNSON ","610320","2012-2016","ca","Curtis Creek Elem","Sharon Johnson"
"sharon smith","629340","2008","ca","Pacific Elementary","Sharon Smith","3617970","2012-2024","ny","Lyndonville Csd","Mr. Jason Smith"
"sharon smith","3904888","2006-2009","oh","West Muskingum Local","Sharon L. Smith","3617970","2012-2024","ny","Lyndonville Csd","Mr. Jason Smith"
"sharon smith","3904888","2006-2009","oh","West Muskingum Local","Sharon L. Smith","629340","2008","ca","Pacific Elementary","Sharon Smith"
"sharon weir","4800026","2002-2004","tx","Seashore Learning Ctr Cha","Sharon Weir","600134","2008-2018","ca","Sbe -  New West Charter Middle","Sharon Weir"
"shawn olson","2618360","2011-2012","mi","Hillman","Shawn Olson","1721270","2019-2020","il","Kirby Sd 140","Dr. Shawn M Olson"
"shawn wightman","2623040","2014-2015","mi","Marysville","Shawn Wightman","3624990","2024","ny","Roosevelt Ufsd","SHAWN WIGHTMAN"
"sheila perry","2905250","2003-2008","mo","Bloomfield R-Xiv","SHEILA PERRY","602360","2016-2022","ca","Alview-Dairyland Union Elementary","Sheila Perry"
"sherri edmundson","3100179","2015-2019","ne","Humboldt Table Rock Steinauer","Sherri Edmundson","2004790","2022-2023","ks","Cheylin","Sherri Edmundson"
"sherry mcmasters","2910200","2017-2020","mo","Couch R-I","SHERRY MCMASTERS","500070","2019-2020","ar","Cedar Ridge School District","McMasters, Sherry"
"stacy johnson","5102120","2015","va","King William County","Mrs. Stacy B. Johnson","4809410","2021-2024","tx","Banquete Isd","Stacy Johnson"
"stanley stratton","2914250","2008, 2019-2020","mo","Dunklin R-V","STANLEY STRATTON","508400","2019-2024","ar","Riverview School District","Stratton, Stan"
"stanley williams","500029","2007-2008","ar","Gosnell School District","WILLIAMS, STANLEY R.","4031590","2012-2014","ok","Wapanucka","Stanley Williams"
"stanton lawrence","4845960","1998-1999","tx","Wilmer-Hutchins Isd","Stanton Lawrence","2922650","2010-2013","mo","Normandy","Stanton Lawrence"
"stephen daeschner","1741690","2007-2008","il","Indian Prairie Cusd 204","Stephen Daeschner","1803940","2010","in","Greater Clark County Schools","Dr Stephen Daeschner"
"stephen fisher","1807440","2010, 2012, 2014-2017","in","New Castle Community Sch Corp","Mr Stephen Fisher","3700900","2014-2022","nc","Cleveland County Schools","Stephen Fisher"
"stephen murley","1914700","2010-2019","ia","Iowa City","Stephen  Murley","5505820","2020-2021","wi","Green Bay Area Public School District","Stephen Murley"
"stephen price","3904440","2005-2007","oh","Middletown City","Stephen C. Price","2913830","2011-2012","mo","Hazelwood","STEPHEN PRICE"
"stephen thompson","2930600","2003-2012","mo","Union Star R-Ii","STEPHEN THOMPSON","3904510","2010-2020","oh","Willoughby-Eastlake City","Stephen L. Thompson"
"stephen thompson","2930600","2003-2012","mo","Union Star R-Ii","STEPHEN THOMPSON","3904528","2007-2009","oh","Chagrin Falls Exempted Village","Stephen L. Thompson"
"stephen thompson","2930600","2003-2012","mo","Union Star R-Ii","STEPHEN THOMPSON","3904621","2005-2006","oh","West Liberty-Salem Local","Stephen L. Thompson"
"steve goodman","1704440","2003-2004","il","Astoria Comm Unit Sch Dist 1","STEVE GOODMAN ","4842930","2023-2024","tx","Tom Bean Isd","Steve Goodman"
"steve smith","5501500","2008-2012","wi","Boscobel Area School District","Steve Smith","1300440","2015-2021","ga","Bleckley County","STEVE SMITH"
"steve smith","5501500","2008-2012","wi","Boscobel Area School District","Steve Smith","1305730","2009-2014","ga","Wilcox County","STEVE SMITH"
"steve wilmoth","1303300","2001-2006","ga","Liberty County","WILMOTH,STEVE E.","2927900","2011, 2013-2014","mo","Seneca R-Vii","STEVE WILMOTH"
"steven hill","3700360","2016","nc","Bertie County Schools","Steven Hill","5515870","2018-2024","wi","Waupun School District","STEVEN HILL"
"steven johnson","4830810","2004-2022","tx","Miller Grove Isd","Steven Johnson","1725260","2014","il","Mcclellan Ccsd 12","Mr. Steven K Johnson"
"steven johnson","4830810","2004-2022","tx","Miller Grove Isd","Steven Johnson","1733120","2010-2013","il","Rankin Csd 98","Mr. Steven K Johnson"
"steven johnson","4830810","2004-2022","tx","Miller Grove Isd","Steven Johnson","5514490","2008-2009","wi","Stevens Point Area School District","Steven Johnson"
"steven johnson","4830810","2004-2022","tx","Miller Grove Isd","Steven Johnson","5515900","2010","wi","Wausau School District","Steven Johnson"
"steven keller","600032","2008-2020","ca","Redondo Beach Unified","Steven Keller","3910030","2011","oh","Celina City","Steven L. Keller"
"steven rose","508730","2011-2014, 2016-2021","ar","Lavaca School District","ROSE, STEVEN B.","3904981","2011-2023","oh","Russia Local","Steven J. Rose"
"steven skalka","2612420","2014-2015","mi","East China","Steven Skalka","4213590","2017-2019","pa","Lewisburg Area SD","Steven Skalka"
"steven triplett","1911340","2004-2007","ia","Fairfield Comm School District","Steve Triplett","2927830","2019-2022","mo","Sedalia 200","Steven Triplett"
"steven watkins","504980","2017-2024","ar","Decatur School District","Watkins, Steven","3905054","2023","oh","Dalton Local","Steven R. Watkins"
"stewart weinberg","2917820","2003-2004","mo","Ladue","STEWART WEINBERG","4207230","2008-2011","pa","Dallastown Area SD","STEWART WEINBERG"
"susan johnson","3614130","2013-2015, 2024","ny","Hempstead Ufsd","Ms. Susan Johnson","2913650","2015-2024","mo","Hannibal 60","Susan Johnson"
