name,year1,state1,leaid1,leaid_name1,year2,state2,leaid2,leaid_name2,year3,state3,leaid3,leaid_name3,prediction,confidence,reasoning,evidence_urls,critic_score,critic_grade
angelica ramsey,2014-2018,ca,630990,Pleasant Valley,2022-2023,tx,4819700,Fort Worth Isd,,,,,same,high,"I found overwhelming evidence that both superintendent records refer to the same person, Dr. Angélica M. Ramsey. The evidence shows a clear career progression: Pleasant Valley School District (CA) from July 2016 to early 2021, then Midland ISD (TX) from 2021-2022, and finally Fort Worth ISD (TX) starting September 2022. Multiple independent sources confirm this trajectory, including official district announcements, news articles, and professional profiles. The timeline is perfectly plausible, and I verified the full name matches across all sources. This represents a typical cross-state superintendent career progression.","https://womenspolicyforum.org/event-5179216, https://rossier.usc.edu/news-insights/news/urban-superintendents-academy-member-first-cohort-named-superintendent, https://www.vcoe.org/news/ArticleID/859/Pleasant-Valley-School-District-Selects-New-Superintendent, https://www.mrt.com/news/education/article/MISD-board-picks-California-school-leader-as-15872296.php, https://www.nbcdfw.com/news/local/fort-worth-isd-names-lone-superintendent-finalist/3060747/, https://fortworthreport.org/2022/09/06/angelica-ramsey-knows-what-it-means-to-fall-behind-shes-coming-to-help-fort-worth-isd-catch-up/",20,CONFIRMED
angelica ramsey,2014-2018,ca,630990,Pleasant Valley,2021,tx,4830570,Midland Isd,,,,,same,high,"I found comprehensive evidence that both superintendent records refer to the same person, Dr. Angelica Ramsey. Through multiple independent sources, I can trace her complete career trajectory:

**Phase 1-2 Evidence Found:**
- Women's Policy Forum bio confirms she served as superintendent at Pleasant Valley School District in California for ""almost five years"" before becoming Midland ISD superintendent in Texas
- USC Rossier article confirms her appointment as superintendent of Pleasant Valley School District
- Multiple news sources confirm her transition from Pleasant Valley to Midland ISD in 2021

**Phase 3 Verification:**
- Ventura County Star (2016) confirms Angelica Ramsey was selected as Pleasant Valley superintendent, succeeding RaeAnne Michael
- CBS7/KOSA (2021) confirms she was named Midland ISD superintendent, noting she served ""the past four years"" at Pleasant Valley
- Fort Worth Chamber press release (2022) explicitly states she spent ""almost five years as superintendent of schools at the Pleasant Valley School District in California"" prior to Midland ISD

**Timeline Corroboration:**
- Pleasant Valley: July 2016 - 2021 (matches the 2014-2018 record range, with tenure extending beyond)
- Midland ISD: February 2021 - 2022 (matches the 2021 record)

**Evidence Quality:**
- Multiple Tier 1 sources: News articles from reputable outlets, official press releases, university publications
- Explicit career trajectory documentation connecting both positions
- No conflicting evidence found
- Timeline is plausible with clear progression from CA to TX

The evidence definitively shows the same person held both positions, with a clear career progression from Pleasant Valley School District (CA) to Midland ISD (TX).","https://womenspolicyforum.org/event-5179216, https://rossier.usc.edu/news-insights/news/urban-superintendents-academy-member-first-cohort-named-superintendent, https://www.vcstar.com/story/news/education/schoolwatch/2016/04/22/pleasant-valley-school-district-board-selects-new-superintendent/88713960/, https://www.firstalert7.com/2021/01/16/meet-the-next-misd-superintendent-dr-angelica-ramsey/, https://www.fortworthchamber.com/wp-content/uploads/2022/08/2022-NR-Lone-Finalist-for-FWISD-Superintendent.pdf",20,CONFIRMED
anthony jackson,2010,va,5101920,Henry County,2011-2014,nc,3703270,Nash County Public School,,,,,same,high,"I found strong evidence that Dr. Anthony D. Jackson and Anthony Jackson are the same person who moved from Henry County, VA to Nash County Public Schools, NC. Multiple independent sources confirm this career progression:

1. Smart Start organization bio explicitly states: ""He has also served as superintendent for Nash-Rocky Mount Public Schools and 3 years as division Superintendent of the Henry County Public School System located in Collinsville, Virginia.""

2. A professional development document states: ""Prior to coming to NRMPS, Anthony served as the division Superintendent of the Henry County Public School System located in Collinsville, Virginia.""

3. Multiple news sources confirm Anthony Jackson served as superintendent of Nash-Rocky Mount Public Schools from 2011-2015, matching the 2011-2014 timeframe in Position 2.

4. The career timeline is logical: Henry County (2010) → Nash-Rocky Mount (2011-2014) → Vance County → Chatham County.

The name formats are consistent across all sources (Anthony D. Jackson/Dr. Anthony D. Jackson), and the career progression shows a clear path between the two districts. This represents a typical superintendent move between adjacent states (VA to NC).","http://www.smartstart.org/staff-members/dr-anthony-d-jackson/, https://www.rockymounttelegram.com/news/local/former-schools-chief-receives-state-honors/article_1a90e350-2f78-5b48-9240-572d710db614.html, https://www.wral.com/story/nash-rocky-mount-schools-superintendent-resigns/14746044/, https://abc11.com/post/nash-rocky-mount-superintendents-resignation-draws-criticism/832427/",19,CONFIRMED
anthony jackson,2010,va,5101920,Henry County,2015-2020,nc,3704650,Vance County Schools,,,,,same,high,"I found overwhelming evidence that Dr. Anthony D. Jackson and Anthony Jackson are the same person. The evidence shows a clear career progression:

**Career Timeline Confirmed:**
- Henry County Public School System (VA): ~2010-2013 (3 years) - matches Position 1 record
- Nash-Rocky Mount Public Schools: ~2013-2015 (4 years)
- Vance County Schools (NC): 2015-2020 - matches Position 2 record exactly  
- Chatham County Schools: 2020-present

**Key Evidence (Tier 1-2 sources):**
1. Smart Start bio explicitly states he served ""3 years as division Superintendent of the Henry County Public School System"" and ""superintendent of Vance County Schools""
2. NCCBSBM biography confirms the same career trajectory with specific years
3. Multiple news articles confirm he led Vance County Schools from 2015-2020 and was named 2020 NC Superintendent of the Year
4. WRAL and local news confirm his departure from Vance County in July 2020 to lead Chatham County Schools

**Name Verification:**
- All sources consistently identify him as ""Dr. Anthony D. Jackson"" or ""Anthony Jackson"" 
- Same educational background: B.S. East Carolina University, M.Ed. NC Central University, Ed.D. Walden University
- Same career achievements and awards

The evidence clearly shows this is one superintendent who moved between districts following a logical career progression from Virginia to North Carolina.","http://www.smartstart.org/staff-members/dr-anthony-d-jackson/, https://www.nccbsbm.org/bios, https://chathamnewsrecord.com/stories/anthony-jackson-elected-new-ccs-superintendent-to-start-july-6,9299, https://www.wral.com/story/vance-county-schools-leader-named-nc-superintendent-of-the-year/18780868/, https://www.hendersondispatch.com/news/jackson-leaving-vance-county-schools-on-july-2/article_2cf0d362-1ede-5134-9916-db2a2734531b.html",19,CONFIRMED
arthur culver,1999-2001,tx,4828110,Longview Isd,2003-2010,il,1709420,Champaign Comm Unit Sch Dist 4,,,,,same,high,"I found definitive evidence that Arthur Culver and ARTHUR R CULVER are the same person who moved from Longview ISD (TX) to Champaign Community Unit School District 4 (IL).

Key evidence includes:
1. KLTV news article (2002) explicitly states ""The Champaign, Illinois School District has approved a contract to hire Longview's superintendent, Arthur Culver, as its new chief""
2. News-Gazette article confirms ""Arthur Culver: One of several candidates...hiring of Culver from Longview, Texas. He worked in Unit 4 from 2002-11""
3. Illinois State Board of Education announcement states ""Prior to leading the Champaign district, Culver was a superintendent in Longview, Texas""
4. Multiple sources confirm his career progression from Texas to Illinois, including his middle initial ""R"" (Ray) appearing in later Illinois records

The timeline is consistent with the records: Longview ISD (1999-2001) followed by Champaign (2002-2010), with the transition occurring in 2002 as confirmed by multiple news sources. This represents a clear career move from one district to another, not different individuals.","https://www.kltv.com/story/737866/longview-superintendent-offered-job-in-illinois/, https://www.news-gazette.com/news/superintendent-shopping-seasons-here/article_a96e349d-8518-5018-a5e2-986b6deb5876.html, https://www.isbe.net/Lists/News/NewsDisplay.aspx?ID=320",20,CONFIRMED
arthur culver,1999-2001,tx,4828110,Longview Isd,"2011-2014, 2017-2023",il,1713320,East St Louis Sd 189,,,,,same,high,"I have found definitive evidence that Arthur Culver at Longview ISD (TX, 1999-2001) and Mr. Arthur Culver at East St Louis SD 189 (IL, 2011-2023) are the same person. The evidence shows a clear career progression:

**TIER 1 EVIDENCE (Definitive):**
1. KLTV news article explicitly states ""Longview's superintendent, Arthur Culver"" was hired by Champaign, Illinois School District
2. East St Louis SD 189 official website confirms Arthur R. Culver as superintendent since 2011
3. News-Gazette article confirms the same Arthur Culver moved from Champaign to East St Louis in 2011

**CAREER TRAJECTORY VERIFIED:**
- Longview ISD, Texas: 1999-2001 (his first superintendent position)
- Champaign, Illinois: 2002-2011 (confirmed by multiple sources)
- East St Louis SD 189, Illinois: 2011-2023 (confirmed by district website)

**CONSISTENT PERSONAL DETAILS:**
- Same full name: Arthur R. Culver
- Same educational background: Grand Valley State University, University of Houston
- Same professional characteristics: Texas certification, Illinois certification, turnaround specialist
- Same career timeline with no gaps or conflicts

**QUALITY GATES MET:**
✓ Fetched primary sources from district websites and news articles
✓ Searched both districts extensively
✓ Verified full name at both positions
✓ Found multiple independent sources connecting the positions
✓ Timeline is plausible and confirmed

The evidence conclusively shows this is the same person who moved from Texas to Illinois as part of his superintendent career progression.","https://www.kltv.com/story/737866/longview-superintendent-offered-job-in-illinois/, https://www.estl189.com/our-district/superintendent, https://www.news-gazette.com/news/whatever-happened-to-arthur-culver/article_50cda064-56e4-5dfb-8bdc-3556d226ccc8.html, https://www.stlamerican.com/news/local-news/arthur-r-culver-named-lifetime-achiever/",19,CONFIRMED
arveneda mcdonald,2014-2015,mi,2601041,Sarah J. Webber Media Arts Academy,2023-2024,in,1800037,Joshua Academy,,,,,same,high,"I have strong evidence that these two superintendent records refer to the same person. Here's my analysis:

**Evidence Found:**
1. **Position 1 Verification (2014-2015)**: Michigan Department of Education official documents from 2015 confirm Arveneda McDonald was Principal at Sarah J. Webber Media Arts Academy in Pontiac, Michigan, with contact information matching the school.

2. **Position 2 Verification (2023-2024)**: Joshua Academy's current website lists Arveneda McDonald as Principal, with her email and contact information.

3. **Direct Career Connection**: Arveneda McDonald herself states on the Joshua Academy website: ""Since my arrival from Detroit, Michigan in July 2018..."" This directly connects her Michigan background to her current Indiana position.

4. **Supporting Evidence**: The Indiana Principal Leadership Institute document confirms she ""came to Joshua Academy from Detroit in 2018,"" and her LinkedIn profile indicates she has ""worked as a professional educator in Michigan since 1995.""

**Timeline Analysis**: The 8-year gap between 2015 and 2023 is plausible, with her actual transition occurring in 2018 as she states herself.

**Name Analysis**: ""Arveneda McDonald"" is an uncommon name, reducing the likelihood of identity confusion.

**Quality Gates Met**:
- ✓ Verified FULL NAME at both districts
- ✓ Searched both districts 
- ✓ Fetched primary source content
- ✓ Multiple independent sources corroborate the same career trajectory
- ✓ No conflicting evidence found

The evidence shows a clear career progression from Michigan charter school leadership to Indiana charter school leadership, which is common in the education field.","https://www.joshuaacademyschools.com/apps/pages/index.jsp?uREC_ID=527647&type=d, https://www.michigan.gov/-/media/Project/Websites/mde/Year/2015/10/02/PSAs.pdf?rev=2f15b55446394f65901a1ffd43ef7f5a, https://www.joshuaacademyschools.com/apps/staff/, https://indianapli.org/wp-content/uploads/IPLI-Impact-Statement-2022.pdf",20,CONFIRMED
attila weninger,2007-2009,il,1729280,Oak Park - River Forest Sd 200,2016-2018,wi,5506120,Hartford Uhs School District,,,,,same,high,"I have found definitive evidence that both superintendent records refer to the same person. The evidence includes:

1. **Career History Confirmation**: Washington County Insider (Sept 18, 2018) explicitly lists Dr. Attila J. Weninger's career history including ""Superintendent: Oak Park and River Forest High School District 200, Stevens Point Area Public School District, and Hartford Union High School District""

2. **Timeline Verification**: 
   - Oak Park position: Confirmed by multiple board meeting minutes (2007-2010) showing Dr. Attila J. Weninger as superintendent
   - Hartford position: Confirmed as Interim Superintendent starting July 1, 2016, officially hired for 2017-2018, retiring June 30, 2019

3. **Name Consistency**: The distinctive name ""Attila Weninger"" appears consistently across both positions with the same professional credentials (Ph.D.)

4. **Geographic Plausibility**: The 6-year gap between Illinois (2010) and Wisconsin (2016) positions is explained by his statement about working ""8 of the last 9 years in WI"" and mentions of Stevens Point Area Public School District as an intermediate position

5. **Multiple Independent Sources**: Board meeting minutes, local newspapers, and district announcements all confirm the same individual held both positions

The evidence meets Tier 1 standards with explicit career trajectory documentation connecting both districts to the same person.","https://www.washingtoncountyinsider.com/hartford-union-school-district-superintendent-to-retire-at-end-of-school-year/, https://www.washingtoncountyinsider.com/huhs-hires-dr-attila-j-weninger-as-superintendent/, https://www.oprfhs.org/fs/resource-manager/view/4fa8c974-1b1d-4e28-a657-c14297c63f4c, https://www.chicagotribune.com/2009/10/15/oak-park-school-superintendent-to-retire/",20,CONFIRMED
attila weninger,2007-2009,il,1729280,Oak Park - River Forest Sd 200,2010-2014,wi,5514490,Stevens Point Area Public School District,,,,,same,high,"I found definitive evidence that Dr. Attila J Weninger and Attila Weninger are the same person who moved between districts. The evidence includes:

1. **Direct Connection (Tier 1)**: Oak Park article explicitly states ""Attila Weninger, former superintendent of Oak Park and River Forest High School, was hired Aug 16 as interim superintendent in a school district in Wisconsin. Weninger will serve for one year in the Stevens Point Area Public School District. He served as OPRF superintendent from 2007 until this past June.""

2. **Individual Position Verification (Tier 2)**: Multiple board meeting minutes from Oak Park (2007-2010) consistently show ""Dr. Attila J. Weninger"" as superintendent. Multiple sources from Stevens Point (2010-2015) confirm ""Attila Weninger"" as superintendent, including board documents referring to him as ""Attila J. Weninger, Ph.D.""

3. **Timeline Consistency**: Perfect chronological alignment - left Oak Park in June 2010, started at Stevens Point in August 2010.

4. **Name Consistency**: Same person referred to as ""Dr. Attila J. Weninger"" at Oak Park and ""Attila Weninger""/""Attila J. Weninger, Ph.D."" at Stevens Point, which is consistent with professional transitions between districts.

The evidence clearly shows this is the same individual who transitioned from Illinois to Wisconsin, not different people with the same name.","https://www.oakpark.com/2010/08/24/weninger-gets-interim-post-in-wisconsin/, https://www.oprfhs.org/fs/resource-manager/view/66375652-3d77-4c16-8ef9-ed39fe1b236b, https://go.boarddocs.com/wi/wisp/Board.nsf/files/AHJKED4FD092/$file/7-13-15%20Board%20Packet.pdf, https://www.stevenspointjournal.com/story/news/local/2014/08/11/local-business-leaders-back-weninger/13915971/",20,CONFIRMED
barbara erwin,1994-1999,tx,4807890,Allen Isd,2004-2006,il,1737170,St Charles C U School Dist 303,,,,,same,high,"I found definitive evidence that Barbara Erwin and DR BARBARA F ERWIN are the same person. Multiple Tier 1 sources explicitly connect both positions:

1. Chicago Tribune (Jan 2004) reports: ""Erwin is a 33-year educator who was twice named superintendent of the year while working in Texas from 1994 to 2000, where she headed the Allen Independent School District in Allen"" and ""St. Charles Community Unit District 303 announced Monday that Barbara Erwin of Scottsdale, Ariz., would be its next superintendent, effective July 1.""

2. Murray Ledger (2007) confirms the career trajectory: ""Before taking the Illinois job, Erwin served four years, beginning in 2000, as superintendent in Scottsdale, Ariz. Before that, she served as superintendent in Allen, Texas, and Tipton, Ind.""

3. Chicago Tribune (July 2007) confirms her St. Charles tenure: ""Erwin had been superintendent in St. Charles since January 2004, after four years as a superintendent in Scottsdale, Ariz.""

The evidence shows a clear career progression: Allen ISD (TX) 1994-2000 → Scottsdale (AZ) 2000-2004 → St Charles CUSD 303 (IL) 2004-2007. The ""Dr."" and middle initial ""F"" in the second record are explained by her doctorate in education from Indiana University mentioned in the Chicago Tribune article.","https://www.chicagotribune.com/2004/01/13/st-charles-district-hires-new-schools-chief/, https://www.murrayledger.com/news/erwin-backs-out-of-education-post-for-state/article_bc758f9f-93d2-5832-9b01-a066394e804c.html, https://www.chicagotribune.com/2007/07/17/former-schools-boss-exits-new-job/",19,CONFIRMED
bernard josefsberg,2016,nj,3410860,Mount Arlington Public School District,2022,ny,3620460,New Paltz Csd,,,,,same,high,"The evidence clearly shows that Bernard Josefsberg at Mount Arlington Public School District (NJ) in 2016 is the same person as BERNARD JOSEFSBERG at New Paltz CSD (NY) in 2022. 

Key findings:
1. NorthJersey.com (2021) explicitly states: ""Bernard Josefsberg, a retiree who served as superintendent in Leonia, Mount Arlington and other tri-state area districts"" and ""As recently as 2020, Josefsberg was working as an interim superintendent in New Paltz, New York.""

2. New Paltz CSD board documents from 2020 show ""Dr. Bernard Josefsberg"" as ""Interim Superintendent of Schools"" in multiple meeting minutes.

3. AASA letter (2022) lists ""New Paltz Central School District, Bernard Josefsberg"" confirming he was at New Paltz in 2022.

4. NewJerseyHills article confirms ""Bernie Josefsberg of Ridgefield"" was named interim superintendent at Mount Arlington.

The timeline shows a clear career progression: Mount Arlington (2016 per record) → New Paltz (2020 confirmed by documents) → New Paltz (2022 confirmed by AASA letter). This is the same individual who served as interim superintendent in multiple districts, which is common for experienced educators in retirement.","https://www.northjersey.com/story/news/passaic/ringwood/2021/03/17/ringwood-nj-schools-bernard-josefsberg-interim-superintendent/4721465001/, https://www.newpaltz.k12.ny.us/fs/resource-manager/view/7517df5c-1b69-4f53-b376-2bf0fb8d747d, https://www.newjerseyhills.com/west_morris_reporter/news/emotional-farewell-for-long-time-mount-arlington-schools-chief/article_83d4f6cf-e665-597c-ab06-4603b9680485.html, https://www.aasa.org/docs/default-source/advocacy/late-liquidation-sign-on-letter-for-cardona-aug-2022.pdf?sfvrsn=a9c4f635_3",20,CONFIRMED
bernard taylor,2003-2006,mo,2916400,Kansas City 33,"2008, 2011",mi,2616440,Grand Rapids,,,,,same,high,"I found definitive evidence that Bernard Taylor held both positions as the same person. The timeline is perfectly consistent:

**Tier 1 Evidence (Education Week)**: Explicitly states ""Bernard Taylor Jr. has been named the new superintendent of the 23,000-student Grand Rapids schools in Michigan. Mr. Taylor, 46, who has been superintendent of the 26,000-student Kansas City schools in Missouri since 2001, will start his new job July 1.""

**Tier 2 Evidence (Kansas City Public Schools official history)**: Confirms ""Dr. Bernard Taylor, Jr.: April 23, 2001-June 30, 2006""

**Tier 2 Evidence (Michigan Public)**: Confirms Taylor served at Grand Rapids for ""five years"" and resigned in January 2011.

The timeline shows:
- Kansas City: April 23, 2001 - June 30, 2006
- Grand Rapids: July 1, 2006 - January 2011

This perfectly matches the records:
- Position 1: Kansas City 33 (MO), 2003-2006 ✓ (within his tenure)
- Position 2: Grand Rapids (MI), 2008, 2011 ✓ (within his tenure)

The evidence comes from multiple independent, credible sources including the district's official history and a major education publication, providing clear documentation of Taylor's career progression between these two districts.","https://www.edweek.org/education/bernard-taylor-jr/2006/02, https://www.kcpublicschools.org/about/history, https://www.michiganpublic.org/education/2012-03-10/new-superintendent-works-to-unite-grand-rapids-schools-community",18,CONFIRMED
blane mccann,2008-2011,wi,5513800,Shorewood School District,2012-2018,ne,3178660,Westside Community Schools,,,,,same,high,"I found extensive, definitive evidence from multiple independent sources that clearly demonstrate Blane Mccann served as superintendent at both districts in the exact timeframes specified. Tier 1 sources include Solution Tree profile explicitly stating he served both positions, KETV news article covering his hiring from Shorewood to Westside, Patch.com detailing the career transition, and Westside Foundation's official announcement. The timeline is perfectly documented: McCann served at Shorewood from 2003-2012, announced retirement in January 2012, and was immediately hired by Westside Community Schools in February 2012 where he served until 2018. All sources consistently identify the same person with the same full name, educational background, and career trajectory.","https://www.solutiontree.com/blane-mccann.html, https://www.ketv.com/article/westside-schools-select-new-superintendent/7632618, https://patch.com/wisconsin/shorewood/mccann-hired-for-super-post-in-omaha, https://wcsfoundation66.org/wp-content/uploads/2013/04/Fall-2012.pdf, https://www.amazon.com/stores/author/B07MDXLG1N/about, https://brightfutureconsulting.org/about-us",19,CONFIRMED
brian binggeli,2010-2011,fl,1200150,Brevard,2015-2017,tx,4835100,Plano Isd,,,,,same,high,"I have found overwhelming evidence that both superintendent records refer to the same person. The evidence includes:

**Tier 1 Evidence (Definitive):**
- Brevard School Board meeting minutes from June 9, 2015 explicitly state: ""Dr. Binggeli would be leaving at the end of the month to take a position as superintendent in Plano, Texas""
- Ballotpedia confirms: ""Brian T. Binggeli was the superintendent of the Plano Independent School District from 2015 to 2018""

**Tier 2 Evidence (Strong):**
- Multiple independent news sources (Space Coast Daily, Florida Today, CBS News, Dallas News) all confirm the same career trajectory from Brevard to Plano
- Plano ISD's 2016 Annual Report lists ""Dr. Brian T. Binggeli, Superintendent of Schools""
- Multiple sources confirm he served as Brevard superintendent for six years (2009-2015) before moving to Plano ISD in 2015

**Timeline Verification:**
- Position 1: Brevard (FL), 2010-2011 ✓ Confirmed by Brevard meeting minutes from 2009-2015
- Position 2: Plano ISD (TX), 2015-2017 ✓ Confirmed by multiple sources showing tenure 2015-2018

**Name Consistency:**
- All sources consistently identify him as ""Dr. Brian T. Binggeli"" or ""Dr. Brian Binggeli"" at both districts
- No conflicting first names found - the same full name appears at both districts

This represents a clear case of a superintendent moving from Florida to Texas, with extensive documentation of the transition across multiple independent sources.","https://agenda.brevardschools.org/publishing/eAgendaTOC/06-09-2015%20Regular%20School%20Board%20Meeting%20on%20Tuesday,%20June%2009,%202015/48156EB3-2494-4E65-8F02-85FF4DD9288FMinutes.htm, https://spacecoastdaily.com/2017/11/former-bps-chief-brian-binggeli-abruptly-resigns-as-plano-texas-superintendent/, https://ballotpedia.org/Plano_Independent_School_District,_Texas, https://www.floridatoday.com/story/news/2017/11/29/former-brevard-superintendent-resigns-abruptly-texas-school-district/905430001/, https://resources.finalsite.net/images/v1748012604/pisdedu/k1pcdytcqfdue5wk5bsp/2016Annual-Report.pdf",20,CONFIRMED
